a_x,a_y,a_z,m_x,m_y,m_z,omega_x,omega_y,omega_z,g_x,g_y,g_z,Pressure,Temperature,Timestamp
0.03,-0.93,0.39,-1.69,-27.0,-26.87,-0.37,-1.56,1.19,-0.05,-0.56,9.79,99107.28,24.31,2024-11-19 17:06:09
0.1,-0.81,0.22,-2.37,-26.69,-27.69,2.25,-2.44,-0.37,-0.04,-0.55,9.79,99107.52,24.31,2024-11-19 17:06:09
0.16,-0.77,0.06,-2.37,-26.69,-27.69,2.0,-2.62,-0.44,-0.01,-0.59,9.78,99107.52,24.3,2024-11-19 17:06:09
0.41,-0.93,0.07,-3.06,-26.25,-29.19,0.13,-1.37,-1.87,0.0,-0.61,9.78,99107.09,24.3,2024-11-19 17:06:09
0.34,-1.03,-0.3,-3.06,-26.25,-29.19,-1.56,-1.25,-4.0,0.0,-0.61,9.78,99107.14,24.3,2024-11-19 17:06:09
0.36,-1.42,-0.19,-3.06,-25.5,-28.5,-2.62,-0.44,-4.87,0.0,-0.62,9.78,99107.14,24.3,2024-11-19 17:06:09
0.26,-0.71,0.06,-2.37,-26.69,-27.69,-0.94,1.19,-6.5,0.0,-0.63,9.78,99107.68,24.3,2024-11-19 17:06:09
-0.25,-0.2,0.32,-2.37,-26.69,-27.69,-3.0,1.94,-7.0,0.0,-0.64,9.78,99107.4,24.3,2024-11-19 17:06:09
-0.18,-0.16,0.78,-2.0,-25.87,-28.06,-5.44,0.94,-4.5,0.0,-0.66,9.78,99107.4,24.3,2024-11-19 17:06:09
-0.07,-1.07,-0.14,-2.0,-25.87,-28.06,-2.75,-3.19,-2.12,0.01,-0.68,9.78,99107.54,24.3,2024-11-19 17:06:09
-0.3,-1.63,-1.66,-2.0,-25.87,-28.06,0.06,-1.56,-5.12,0.02,-0.68,9.78,99107.63,24.31,2024-11-19 17:06:09
-0.25,-1.43,-0.2,-2.0,-25.87,-28.06,-6.87,1.5,-9.19,0.02,-0.7,9.78,99107.63,24.31,2024-11-19 17:06:09
-0.26,-1.02,0.25,-2.37,-26.69,-28.5,-9.0,0.75,-10.88,0.02,-0.75,9.77,99107.28,24.31,2024-11-19 17:06:09
-0.37,-0.8,0.98,-2.37,-26.69,-28.5,-5.56,1.69,-10.81,0.01,-0.77,9.77,99107.28,24.31,2024-11-19 17:06:09
-0.66,-0.6,1.05,-1.75,-26.25,-28.5,2.44,0.81,-9.81,0.01,-0.77,9.77,99107.28,24.32,2024-11-19 17:06:09
-0.27,-1.07,0.86,-1.75,-25.19,-28.5,10.19,-3.5,-7.31,0.02,-0.75,9.77,99107.52,24.32,2024-11-19 17:06:09
-0.29,-0.83,0.07,-1.75,-25.19,-28.5,21.0,-5.06,-6.31,0.04,-0.66,9.78,99107.77,24.32,2024-11-19 17:06:09
-0.47,-0.92,-0.14,-0.88,-26.25,-28.06,23.81,-4.69,-5.06,0.06,-0.59,9.78,99107.77,24.32,2024-11-19 17:06:09
-0.33,-0.33,-0.4,-0.88,-26.25,-28.06,22.69,-3.81,-2.5,0.09,-0.44,9.79,99107.16,24.32,2024-11-19 17:06:09
-0.11,-1.41,-0.71,-0.88,-26.25,-27.69,12.44,-4.44,0.06,0.11,-0.37,9.79,99107.39,24.32,2024-11-19 17:06:09
0.01,-1.56,-1.13,-0.88,-26.25,-27.69,12.38,-1.19,-1.25,0.12,-0.32,9.8,99107.39,24.32,2024-11-19 17:06:09
-0.13,-0.45,-1.29,-2.37,-27.5,-27.69,9.69,5.06,-3.87,0.1,-0.27,9.8,99107.39,24.32,2024-11-19 17:06:09
-0.51,-0.47,-0.07,-1.69,-28.06,-26.69,-3.12,10.31,-3.5,0.06,-0.26,9.8,99107.8,24.32,2024-11-19 17:06:09
-0.55,-0.61,0.46,-1.69,-28.06,-26.69,-9.19,10.88,-0.19,0.01,-0.3,9.8,99107.8,24.32,2024-11-19 17:06:09
-0.57,-0.63,0.24,-1.75,-28.06,-26.25,-7.62,10.75,3.25,-0.04,-0.34,9.8,99107.48,24.32,2024-11-19 17:06:10
-0.37,-0.75,0.5,-1.75,-28.06,-26.25,-11.31,10.31,5.69,-0.1,-0.42,9.79,99107.79,24.32,2024-11-19 17:06:10
-0.09,-0.87,0.47,-1.37,-28.56,-26.75,-13.06,9.31,6.37,-0.14,-0.46,9.79,99107.79,24.32,2024-11-19 17:06:10
-0.18,-0.64,0.72,-1.37,-28.56,-26.75,-18.25,9.0,5.31,-0.18,-0.55,9.78,99108.22,24.32,2024-11-19 17:06:10
-0.32,-0.67,1.27,-1.75,-28.56,-27.5,-17.5,7.25,5.69,-0.23,-0.64,9.78,99107.81,24.32,2024-11-19 17:06:10
-0.25,-0.74,1.63,-1.75,-28.56,-27.5,-12.44,3.75,7.19,-0.24,-0.69,9.77,99107.81,24.32,2024-11-19 17:06:10
-0.28,0.08,2.06,-0.69,-27.5,-27.06,-5.37,-1.69,9.44,-0.25,-0.72,9.77,99107.48,24.32,2024-11-19 17:06:10
-0.56,-0.19,1.06,-1.75,-27.37,-27.06,-0.44,-2.5,11.69,-0.24,-0.73,9.77,99107.2,24.32,2024-11-19 17:06:10
-0.57,-0.07,0.83,-1.75,-27.37,-27.06,1.06,-1.19,12.06,-0.23,-0.72,9.77,99107.2,24.32,2024-11-19 17:06:10
-0.23,0.2,0.36,-2.0,-27.0,-27.87,4.75,-2.87,14.06,-0.23,-0.7,9.77,99106.84,24.32,2024-11-19 17:06:10
0.0,-0.57,-0.7,-2.0,-27.0,-27.87,5.81,-3.37,13.63,-0.22,-0.67,9.78,99106.63,24.32,2024-11-19 17:06:10
0.44,-0.66,-1.18,-2.0,-27.37,-27.87,1.31,0.06,9.25,-0.21,-0.66,9.78,99106.63,24.32,2024-11-19 17:06:10
-0.08,0.21,-0.01,-2.0,-27.37,-27.87,-4.31,1.87,5.12,-0.23,-0.68,9.78,99106.81,24.32,2024-11-19 17:06:10
-0.27,0.02,0.28,-2.75,-28.06,-28.19,-2.81,-0.5,7.87,-0.23,-0.69,9.77,99106.99,24.32,2024-11-19 17:06:10
-0.08,-0.06,0.28,-2.75,-28.06,-28.19,1.81,-1.62,9.81,-0.23,-0.68,9.77,99106.99,24.31,2024-11-19 17:06:10
0.2,-0.16,0.22,-3.06,-29.25,-28.19,7.44,-3.69,9.69,-0.21,-0.65,9.78,99106.8,24.31,2024-11-19 17:06:10
0.16,-0.51,0.02,-3.37,-29.25,-26.69,7.81,-5.19,8.19,-0.19,-0.61,9.78,99107.4,24.31,2024-11-19 17:06:10
0.34,-0.72,-0.82,-3.37,-29.25,-26.69,6.44,-6.25,4.87,-0.17,-0.59,9.78,99107.4,24.31,2024-11-19 17:06:10
0.11,-0.71,-1.36,-3.0,-27.5,-28.06,2.31,-5.87,1.81,-0.13,-0.57,9.78,99106.8,24.31,2024-11-19 17:06:10
0.09,-0.53,-0.89,-3.0,-27.5,-28.06,-2.75,-4.25,-1.12,-0.12,-0.57,9.78,99107.23,24.31,2024-11-19 17:06:10
0.08,-0.15,-0.66,-4.75,-30.0,-28.06,-6.19,-4.5,-2.06,-0.1,-0.6,9.78,99107.23,24.31,2024-11-19 17:06:10
-0.01,-0.37,-0.7,-4.75,-30.0,-28.06,-8.0,-3.25,-1.94,-0.08,-0.64,9.78,99106.73,24.31,2024-11-19 17:06:10
0.25,-0.78,-0.9,-4.0,-29.56,-27.75,-8.19,0.62,-3.37,-0.07,-0.68,9.78,99106.47,24.31,2024-11-19 17:06:10
0.63,-0.93,-0.54,-5.06,-29.56,-26.69,-8.69,3.06,-6.0,-0.08,-0.71,9.78,99106.47,24.3,2024-11-19 17:06:10
0.34,-0.79,0.15,-5.06,-29.56,-26.69,-9.31,5.56,-10.81,-0.1,-0.76,9.77,99106.36,24.3,2024-11-19 17:06:10
0.04,-0.25,0.8,-5.5,-29.56,-27.0,-4.87,5.75,-12.69,-0.13,-0.8,9.77,99106.47,24.31,2024-11-19 17:06:10
0.05,-0.01,0.17,-5.5,-29.56,-27.0,-6.31,3.75,-10.81,-0.14,-0.81,9.77,99106.47,24.3,2024-11-19 17:06:10
0.11,-0.42,0.46,-4.0,-29.0,-27.75,-9.81,4.31,-9.13,-0.16,-0.86,9.76,99106.4,24.3,2024-11-19 17:06:10
0.16,-0.16,0.99,-4.0,-29.0,-27.75,-4.87,4.62,-8.25,-0.18,-0.9,9.76,99106.68,24.3,2024-11-19 17:06:10
0.2,-0.04,0.24,-4.37,-29.0,-28.56,-5.69,5.44,-7.87,-0.19,-0.91,9.76,99106.68,24.31,2024-11-19 17:06:10
-0.04,-0.54,2.4,-4.0,-28.19,-27.37,-7.06,8.69,-9.13,-0.24,-0.96,9.75,99106.74,24.31,2024-11-19 17:06:10
-0.46,0.11,3.21,-4.0,-28.19,-27.37,13.38,-0.19,-9.31,-0.25,-0.91,9.76,99106.59,24.31,2024-11-19 17:06:10
-0.82,0.09,2.22,-3.19,-29.0,-28.19,16.81,-5.0,-9.25,-0.23,-0.86,9.76,99106.59,24.3,2024-11-19 17:06:10
-0.48,-0.33,1.22,-3.19,-29.0,-28.19,17.87,-11.0,-10.69,-0.18,-0.77,9.77,99106.66,24.3,2024-11-19 17:06:10
0.09,-0.87,-0.72,-3.25,-29.0,-27.69,20.81,-13.19,-16.31,-0.11,-0.68,9.78,99106.28,24.3,2024-11-19 17:06:10
-0.05,-1.0,-1.31,-3.25,-29.0,-27.69,20.0,-9.5,-22.94,-0.07,-0.61,9.78,99106.28,24.3,2024-11-19 17:06:11
-0.67,-0.17,-1.16,-3.25,-30.37,-27.25,14.56,-2.81,-29.87,-0.04,-0.53,9.79,99106.79,24.3,2024-11-19 17:06:11
-1.09,0.44,-0.56,-2.87,-32.19,-25.87,5.75,-1.12,-29.56,-0.03,-0.49,9.79,99106.71,24.31,2024-11-19 17:06:11
-1.13,0.7,-0.29,-2.87,-32.19,-25.87,0.88,-1.06,-24.94,-0.01,-0.48,9.79,99106.71,24.3,2024-11-19 17:06:11
-0.8,0.34,-0.51,-4.06,-31.5,-26.0,-0.69,-2.0,-19.87,0.0,-0.48,9.79,99106.29,24.3,2024-11-19 17:06:11
-0.45,-0.04,-1.78,-4.06,-31.5,-26.0,-1.81,-1.44,-17.06,0.0,-0.48,9.79,99105.66,24.3,2024-11-19 17:06:11
-0.32,-0.3,-1.82,-3.06,-31.56,-27.56,-4.5,1.25,-16.5,0.0,-0.5,9.79,99105.66,24.3,2024-11-19 17:06:11
-0.31,-0.35,-1.2,-3.06,-31.56,-27.56,-7.94,5.81,-17.0,0.0,-0.53,9.79,99105.68,24.3,2024-11-19 17:06:11
-0.27,-0.01,-0.1,-2.0,-31.87,-25.37,-7.81,6.12,-15.69,-0.03,-0.57,9.78,99105.33,24.3,2024-11-19 17:06:11
-0.54,0.02,-0.58,-3.25,-30.75,-28.19,-5.0,4.75,-14.06,-0.05,-0.6,9.78,99105.33,24.3,2024-11-19 17:06:11
-0.48,-0.01,-0.6,-3.25,-30.75,-28.19,-6.37,2.37,-12.19,-0.06,-0.63,9.78,99105.12,24.3,2024-11-19 17:06:11
-0.52,-0.15,-0.1,-3.56,-31.06,-27.06,0.5,0.37,-7.5,-0.07,-0.64,9.78,99105.27,24.3,2024-11-19 17:06:11
-0.45,0.01,-0.63,-3.56,-31.06,-27.06,3.31,-1.19,-4.81,-0.06,-0.63,9.78,99105.27,24.3,2024-11-19 17:06:11
-0.35,-0.44,-0.75,-1.87,-29.69,-27.37,-2.37,0.44,-1.75,-0.06,-0.63,9.78,99105.39,24.3,2024-11-19 17:06:11
-0.48,-0.65,-0.36,-1.87,-29.69,-27.37,-2.94,2.62,-1.5,-0.06,-0.64,9.78,99105.3,24.3,2024-11-19 17:06:11
-0.71,-0.16,0.38,-2.06,-30.75,-27.06,-4.37,3.94,-0.62,-0.08,-0.66,9.78,99105.3,24.3,2024-11-19 17:06:11
-0.67,0.14,0.83,-2.19,-30.75,-26.69,-7.19,1.94,2.37,-0.1,-0.69,9.78,99105.14,24.3,2024-11-19 17:06:11
-0.66,-0.11,0.89,-2.19,-30.75,-26.69,-8.31,0.81,5.81,-0.1,-0.73,9.77,99105.09,24.29,2024-11-19 17:06:11
-0.87,-0.6,1.78,-1.87,-31.0,-27.25,-8.13,0.0,6.62,-0.11,-0.76,9.77,99105.09,24.29,2024-11-19 17:06:11
-0.55,-0.68,2.98,-1.87,-31.0,-27.25,0.31,-3.94,7.94,-0.1,-0.78,9.77,99105.08,24.29,2024-11-19 17:06:11
-0.36,-0.81,2.27,-2.56,-30.69,-27.0,13.19,-10.19,6.56,-0.06,-0.73,9.77,99105.0,24.29,2024-11-19 17:06:11
-0.1,-0.66,2.23,-2.56,-30.69,-27.0,17.94,-13.25,2.44,0.0,-0.65,9.78,99105.0,24.29,2024-11-19 17:06:11
0.2,-0.37,1.15,-2.56,-31.37,-26.56,26.19,-14.31,-1.94,0.06,-0.53,9.79,99104.58,24.29,2024-11-19 17:06:11
0.19,-0.3,-1.09,-4.5,-31.75,-25.37,29.31,-11.38,-7.12,0.12,-0.39,9.79,99104.7,24.29,2024-11-19 17:06:11
-0.01,-0.12,-1.62,-4.5,-31.75,-25.37,23.69,-7.87,-9.69,0.15,-0.3,9.8,99104.7,24.29,2024-11-19 17:06:11
-0.02,0.43,-1.36,-4.87,-31.69,-26.19,11.56,-4.87,-9.63,0.18,-0.22,9.8,99104.91,24.29,2024-11-19 17:06:11
-0.04,0.83,-1.6,-4.87,-31.69,-26.19,-0.81,-3.81,-6.5,0.21,-0.22,9.8,99105.27,24.29,2024-11-19 17:06:11
-0.32,0.72,-1.41,-5.5,-33.88,-26.25,-10.69,2.94,-2.25,0.21,-0.25,9.8,99105.27,24.29,2024-11-19 17:06:11
0.12,0.21,0.73,-5.5,-33.88,-26.25,-13.0,9.5,2.06,0.17,-0.31,9.8,99105.03,24.29,2024-11-19 17:06:11
0.39,-0.09,0.13,-4.06,-33.0,-26.25,-2.0,7.56,0.37,0.12,-0.34,9.79,99105.27,24.28,2024-11-19 17:06:11
-0.13,-0.08,0.79,-4.06,-33.0,-26.25,-0.62,5.75,-3.62,0.1,-0.34,9.79,99105.27,24.28,2024-11-19 17:06:11
-0.34,0.16,0.64,-5.19,-33.0,-26.0,-0.75,-0.13,-7.06,0.09,-0.35,9.79,99104.99,24.28,2024-11-19 17:06:11
-0.32,0.29,-0.57,-4.5,-32.56,-26.06,-0.19,-5.75,-7.0,0.11,-0.35,9.79,99104.53,24.28,2024-11-19 17:06:11
-0.09,0.17,-1.73,-4.5,-32.56,-26.06,-4.56,-6.44,-5.44,0.15,-0.36,9.79,99104.53,24.28,2024-11-19 17:06:11
