a_x,a_y,a_z,m_x,m_y,m_z,omega_x,omega_y,omega_z,g_x,g_y,g_z,Pressure,Temperature,Timestamp
0.51,-0.85,0.97,-8.75,-31.25,-24.75,7.5,-6.5,2.31,-0.38,0.09,9.79,98942.88,25.77,2024-11-19 17:00:09
0.98,-1.56,0.9,-8.75,-31.25,-24.75,15.13,-9.63,-5.0,-0.34,0.15,9.79,98942.73,25.78,2024-11-19 17:00:09
0.55,-0.77,-0.51,-10.06,-30.75,-24.06,14.44,-9.69,-17.69,-0.29,0.23,9.79,98942.73,25.78,2024-11-19 17:00:09
0.07,0.36,0.03,-10.06,-30.75,-24.06,9.44,-7.0,-18.56,-0.25,0.28,9.79,98942.36,25.78,2024-11-19 17:00:09
-0.52,0.92,-0.43,-10.38,-31.75,-24.69,5.75,-3.87,-16.56,-0.23,0.31,9.79,98942.27,25.78,2024-11-19 17:00:09
-1.0,1.48,-0.25,-10.38,-31.75,-24.69,1.81,-2.44,-13.13,-0.22,0.32,9.79,98942.27,25.78,2024-11-19 17:00:09
-0.39,0.98,0.65,-10.88,-32.56,-24.0,-3.69,-4.19,-1.94,-0.21,0.31,9.79,98942.01,25.78,2024-11-19 17:00:09
0.01,0.04,0.53,-10.0,-31.19,-24.25,0.31,-8.94,3.19,-0.17,0.3,9.8,98941.64,25.78,2024-11-19 17:00:09
0.44,-0.32,-0.35,-10.0,-31.19,-24.25,2.94,-8.0,2.31,-0.13,0.32,9.8,98941.64,25.78,2024-11-19 17:00:09
0.63,-0.36,-0.29,-10.69,-31.37,-25.56,0.69,-1.69,-4.5,-0.12,0.32,9.8,98941.7,25.78,2024-11-19 17:00:09
0.59,-0.62,1.53,-10.69,-31.37,-25.56,2.62,-2.44,-11.0,-0.12,0.32,9.8,98941.59,25.78,2024-11-19 17:00:09
-0.48,0.19,1.35,-10.25,-31.87,-24.19,12.69,-7.56,-9.44,-0.08,0.38,9.79,98941.59,25.78,2024-11-19 17:00:09
-0.72,0.77,0.02,-10.25,-31.87,-24.19,24.87,-11.56,-2.81,-0.05,0.46,9.79,98941.98,25.78,2024-11-19 17:00:09
-0.89,1.26,-1.05,-10.5,-31.87,-25.5,20.0,-16.31,7.44,0.02,0.57,9.78,98941.98,25.79,2024-11-19 17:00:09
-0.34,0.28,-0.33,-10.5,-31.87,-25.5,14.19,-17.69,14.25,0.08,0.62,9.78,98941.98,25.78,2024-11-19 17:00:09
0.68,-1.53,-0.04,-10.5,-32.19,-24.69,17.81,-17.62,14.06,0.2,0.73,9.77,98942.03,25.78,2024-11-19 17:00:09
0.7,-1.01,-1.05,-11.75,-32.0,-24.75,5.44,-19.25,4.75,0.3,0.78,9.77,98941.63,25.78,2024-11-19 17:00:09
0.18,-1.67,-1.22,-11.75,-32.0,-24.75,8.13,-10.25,-3.5,0.37,0.81,9.76,98941.63,25.78,2024-11-19 17:00:09
-0.42,0.14,-2.93,-12.06,-33.56,-24.06,-7.0,-0.62,-9.38,0.39,0.82,9.76,98941.68,25.78,2024-11-19 17:00:09
-0.66,-1.05,-1.57,-12.69,-33.75,-25.0,-31.44,13.56,-10.0,0.34,0.69,9.77,98941.25,25.78,2024-11-19 17:00:09
0.03,-0.66,0.01,-12.69,-33.75,-25.0,-20.87,21.37,-9.69,0.24,0.57,9.78,98941.04,25.79,2024-11-19 17:00:09
0.79,0.1,0.12,-12.5,-31.87,-25.69,-17.75,19.56,-11.19,0.1,0.45,9.79,98941.04,25.78,2024-11-19 17:00:09
-0.34,0.97,0.61,-12.5,-31.87,-25.69,-25.62,21.06,-17.75,0.03,0.37,9.79,98940.95,25.78,2024-11-19 17:00:09
-0.61,0.83,1.47,-11.69,-31.5,-26.19,-16.62,17.19,-9.25,-0.09,0.22,9.8,98941.2,25.78,2024-11-19 17:00:09
0.11,1.12,2.75,-10.88,-31.0,-25.0,-1.37,12.19,-3.87,-0.15,0.21,9.8,98941.2,25.78,2024-11-19 17:00:09
-0.34,2.03,0.57,-10.88,-31.0,-25.0,5.0,-3.25,2.94,-0.15,0.23,9.8,98941.88,25.78,2024-11-19 17:00:09
-0.16,0.42,0.55,-9.38,-29.87,-25.69,-0.44,-10.56,10.06,-0.08,0.24,9.8,98941.98,25.78,2024-11-19 17:00:09
0.38,-0.2,-0.4,-9.38,-29.87,-25.69,15.0,-7.37,11.94,-0.06,0.28,9.8,98941.98,25.77,2024-11-19 17:00:09
-0.09,0.33,-1.63,-10.25,-30.69,-25.75,4.12,-7.0,7.94,-0.01,0.33,9.8,98942.29,25.77,2024-11-19 17:00:09
0.09,-0.82,-0.36,-11.38,-30.5,-25.5,-4.31,5.81,10.25,-0.02,0.3,9.8,98942.25,25.77,2024-11-19 17:00:09
0.29,-0.58,-0.46,-11.38,-30.5,-25.5,1.87,9.31,9.88,-0.06,0.3,9.8,98942.25,25.77,2024-11-19 17:00:09
0.62,-0.26,-0.42,-11.0,-29.37,-25.69,-0.44,9.19,7.44,-0.11,0.3,9.8,98942.55,25.77,2024-11-19 17:00:09
0.35,-0.54,-0.09,-9.88,-29.69,-26.69,-11.81,11.81,0.75,-0.17,0.26,9.8,98942.27,25.77,2024-11-19 17:00:09
0.3,-1.18,0.48,-9.88,-29.69,-26.69,-8.25,8.88,-2.62,-0.22,0.2,9.8,98942.27,25.76,2024-11-19 17:00:09
-0.11,0.06,-0.31,-10.25,-29.0,-25.75,-3.75,6.5,-3.19,-0.25,0.18,9.8,98942.34,25.76,2024-11-19 17:00:09
-0.18,0.19,0.29,-10.25,-29.0,-25.75,-9.44,5.56,1.56,-0.28,0.14,9.8,98942.46,25.77,2024-11-19 17:00:09
0.2,-0.28,0.95,-10.0,-29.69,-27.0,-6.5,4.31,4.12,-0.3,0.1,9.8,98942.46,25.77,2024-11-19 17:00:09
-0.21,0.09,0.31,-10.0,-29.69,-27.0,-5.44,1.69,1.81,-0.31,0.09,9.8,98942.62,25.77,2024-11-19 17:00:09
-0.38,-0.38,0.08,-9.56,-28.56,-25.87,-4.87,1.87,4.44,-0.32,0.05,9.8,98942.3,25.77,2024-11-19 17:00:09
-0.03,-0.73,0.26,-9.19,-28.5,-25.06,0.25,4.0,5.12,-0.34,0.05,9.8,98942.3,25.77,2024-11-19 17:00:09
-0.05,-0.17,-0.18,-9.19,-28.5,-25.06,-2.75,1.94,3.44,-0.35,0.05,9.8,98942.13,25.77,2024-11-19 17:00:09
-0.18,-0.33,-0.44,-9.0,-28.25,-26.37,-4.87,2.69,2.37,-0.36,0.02,9.79,98942.32,25.77,2024-11-19 17:00:09
0.21,-0.79,0.17,-9.0,-28.25,-26.37,-0.56,4.0,0.69,-0.38,0.02,9.79,98942.32,25.77,2024-11-19 17:00:09
-0.31,0.06,0.51,-9.0,-28.25,-26.5,7.87,-4.37,-0.75,-0.37,0.05,9.79,98941.83,25.78,2024-11-19 17:00:09
-0.5,0.59,0.68,-9.38,-28.25,-26.06,11.38,-12.81,2.12,-0.32,0.1,9.8,98941.59,25.78,2024-11-19 17:00:09
0.43,-1.07,-0.57,-9.38,-28.25,-26.06,8.19,-20.0,5.37,-0.2,0.16,9.8,98940.89,25.78,2024-11-19 17:00:09
0.05,-0.94,-0.5,-8.56,-28.56,-26.5,9.25,-16.0,0.25,-0.15,0.19,9.8,98940.89,25.78,2024-11-19 17:00:09
-0.03,-0.1,-0.79,-8.56,-28.56,-26.5,9.75,-11.75,-3.0,-0.08,0.25,9.8,98940.41,25.78,2024-11-19 17:00:10
-0.11,0.43,-0.61,-9.69,-29.0,-26.5,4.44,-7.31,-2.06,-0.03,0.28,9.8,98940.44,25.78,2024-11-19 17:00:10
0.0,0.13,-0.6,-9.69,-29.0,-26.5,3.25,-3.87,-1.06,-0.02,0.29,9.8,98940.44,25.78,2024-11-19 17:00:10
-0.13,0.62,1.31,-10.0,-27.87,-27.25,10.0,-0.94,0.5,-0.01,0.32,9.8,98940.88,25.78,2024-11-19 17:00:10
0.46,0.09,0.0,-10.25,-28.87,-26.5,6.62,-3.12,0.81,0.0,0.36,9.79,98941.39,25.78,2024-11-19 17:00:10
0.47,0.0,-0.07,-10.25,-28.87,-26.5,2.62,-3.12,-2.31,0.01,0.38,9.79,98941.39,25.78,2024-11-19 17:00:10
0.0,0.28,-0.51,-9.5,-28.5,-25.75,0.56,-2.0,-2.44,0.01,0.38,9.79,98941.25,25.78,2024-11-19 17:00:10
-0.24,0.47,-0.03,-9.5,-28.5,-25.75,-1.19,2.69,2.87,0.01,0.38,9.79,98941.58,25.78,2024-11-19 17:00:10
0.12,0.18,-0.18,-9.88,-29.56,-26.0,-1.62,4.12,5.19,0.0,0.37,9.79,98941.58,25.78,2024-11-19 17:00:10
0.42,0.05,-0.12,-9.88,-29.56,-26.0,-6.25,7.06,5.25,-0.02,0.35,9.8,98941.13,25.78,2024-11-19 17:00:10
0.4,-0.35,0.4,-11.0,-29.19,-26.37,-8.25,9.56,1.56,-0.07,0.31,9.8,98941.09,25.78,2024-11-19 17:00:10
0.36,-0.02,0.44,-11.0,-29.19,-26.37,-6.75,9.31,-0.31,-0.1,0.29,9.8,98941.09,25.78,2024-11-19 17:00:10
-0.14,0.73,0.19,-9.5,-28.0,-25.25,-10.75,7.44,1.69,-0.14,0.24,9.8,98941.04,25.78,2024-11-19 17:00:10
-0.11,-0.23,1.04,-10.19,-27.69,-25.75,-5.25,4.81,5.0,-0.17,0.2,9.8,98940.55,25.79,2024-11-19 17:00:10
0.01,-0.1,0.47,-10.19,-27.69,-25.75,-1.12,-0.13,5.12,-0.17,0.19,9.8,98940.55,25.78,2024-11-19 17:00:10
-0.03,0.08,0.19,-10.19,-27.69,-26.5,-5.19,-2.12,3.44,-0.16,0.17,9.8,98940.71,25.78,2024-11-19 17:00:10
-0.04,-0.31,0.22,-10.19,-27.69,-26.5,-5.06,-3.37,3.56,-0.15,0.14,9.8,98940.56,25.78,2024-11-19 17:00:10
0.03,-0.94,0.76,-10.19,-28.19,-27.25,3.0,-7.44,3.19,-0.12,0.15,9.8,98940.56,25.78,2024-11-19 17:00:10
-0.29,-0.02,-0.05,-9.5,-28.5,-25.75,1.81,-11.56,5.25,-0.07,0.16,9.8,98940.4,25.79,2024-11-19 17:00:10
0.2,-1.03,-0.07,-9.5,-28.5,-25.75,-0.81,-6.25,6.87,-0.01,0.15,9.8,98940.95,25.79,2024-11-19 17:00:10
0.34,-1.34,0.02,-10.56,-27.69,-25.69,5.62,-2.94,6.56,0.0,0.17,9.8,98940.88,25.79,2024-11-19 17:00:10
0.06,-0.87,-0.24,-10.56,-27.69,-25.69,6.44,-0.69,8.13,0.01,0.19,9.8,98940.88,25.79,2024-11-19 17:00:10
0.16,-1.16,0.06,-11.0,-27.25,-26.87,2.06,0.44,8.81,0.02,0.12,9.8,98941.07,25.79,2024-11-19 17:00:10
0.23,-1.47,0.57,-10.56,-27.25,-26.06,-2.06,-1.62,7.0,0.03,0.11,9.8,98941.27,25.79,2024-11-19 17:00:10
0.16,-1.1,0.09,-10.56,-27.25,-26.06,-1.69,-3.12,5.12,0.04,0.1,9.8,98941.27,25.79,2024-11-19 17:00:10
0.37,-0.56,-0.29,-11.75,-27.25,-28.06,-7.12,-5.19,5.12,0.06,0.08,9.8,98940.88,25.79,2024-11-19 17:00:10
-0.35,-0.06,-0.01,-11.75,-27.25,-28.06,-6.62,-6.75,7.44,0.1,0.03,9.8,98940.81,25.79,2024-11-19 17:00:10
0.06,-0.3,-0.39,-12.06,-27.0,-27.0,-5.5,-6.62,13.06,0.14,0.0,9.8,98940.81,25.78,2024-11-19 17:00:10
0.74,-1.05,-1.03,-12.06,-27.0,-27.0,-9.69,-4.19,11.31,0.15,-0.02,9.8,98940.76,25.78,2024-11-19 17:00:10
0.15,-0.85,-1.68,-11.75,-27.0,-26.06,-16.0,1.69,6.81,0.16,-0.09,9.8,98940.86,25.78,2024-11-19 17:00:10
0.43,-1.43,-0.56,-11.75,-25.87,-26.5,-18.81,8.13,8.81,0.13,-0.18,9.8,98940.86,25.78,2024-11-19 17:00:10
0.53,-1.66,0.01,-11.75,-25.87,-26.5,-6.62,14.0,7.37,0.06,-0.24,9.8,98941.03,25.78,2024-11-19 17:00:10
-0.02,-0.18,-0.7,-12.0,-26.19,-26.5,-9.69,18.94,3.44,-0.04,-0.28,9.8,98941.13,25.78,2024-11-19 17:00:10
0.18,-1.21,0.71,-12.38,-25.37,-26.06,-16.62,21.0,2.44,-0.14,-0.36,9.79,98940.94,25.79,2024-11-19 17:00:10
0.29,-1.71,1.33,-12.38,-25.37,-26.06,-4.25,13.0,-0.81,-0.22,-0.4,9.79,98940.94,25.79,2024-11-19 17:00:10
0.42,-0.8,0.11,-10.5,-24.87,-27.0,-1.75,2.31,-1.56,-0.24,-0.41,9.79,98941.57,25.79,2024-11-19 17:00:10
0.53,-0.72,0.47,-10.5,-24.87,-27.0,-5.94,-7.06,-3.19,-0.22,-0.43,9.79,98941.87,25.79,2024-11-19 17:00:10
0.56,-0.64,0.62,-10.19,-24.0,-27.19,2.0,-8.94,-5.81,-0.18,-0.44,9.79,98941.87,25.79,2024-11-19 17:00:10
0.53,-0.33,-0.05,-10.19,-24.0,-27.19,4.81,-10.63,-6.62,-0.13,-0.42,9.79,98941.51,25.79,2024-11-19 17:00:10
0.41,-0.59,0.24,-10.88,-23.5,-28.87,5.75,-12.0,-6.12,-0.07,-0.39,9.79,98940.95,25.79,2024-11-19 17:00:10
0.31,-0.66,0.3,-10.88,-23.5,-28.87,9.81,-13.81,-6.0,-0.01,-0.39,9.79,98940.95,25.79,2024-11-19 17:00:10
0.53,-0.31,-0.25,-11.0,-24.0,-27.0,11.88,-17.75,-7.44,0.08,-0.35,9.79,98940.79,25.79,2024-11-19 17:00:10
-0.24,0.91,-1.27,-11.75,-23.5,-27.5,5.06,-15.0,-11.25,0.16,-0.31,9.8,98940.88,25.79,2024-11-19 17:00:10
-0.62,0.73,-1.07,-11.75,-23.5,-27.5,-13.25,-9.69,-10.94,0.22,-0.34,9.79,98940.88,25.79,2024-11-19 17:00:10
0.73,-1.37,0.46,-12.5,-22.75,-26.69,-15.75,-8.19,-12.38,0.26,-0.42,9.79,98940.59,25.79,2024-11-19 17:00:10
0.64,-0.61,-0.58,-12.5,-22.75,-26.69,-7.56,-5.19,-21.06,0.3,-0.45,9.79,98940.73,25.79,2024-11-19 17:00:10
0.61,-0.21,-0.7,-12.06,-23.06,-27.19,-13.69,6.06,-23.62,0.29,-0.49,9.78,98940.73,25.79,2024-11-19 17:00:10
0.3,-0.26,-0.3,-12.06,-23.06,-27.19,-21.25,22.75,-28.0,0.21,-0.58,9.78,98940.6,25.79,2024-11-19 17:00:10
-0.07,-0.46,0.68,-12.5,-22.75,-27.19,-12.69,33.31,-29.44,0.07,-0.66,9.78,98940.53,25.78,2024-11-19 17:00:10
0.01,0.0,0.97,-12.5,-22.75,-27.19,0.13,37.25,-27.69,-0.03,-0.67,9.78,98940.53,25.78,2024-11-19 17:00:10
-0.33,1.66,-0.36,-9.5,-23.0,-27.37,5.25,32.25,-24.81,-0.2,-0.65,9.78,98940.06,25.78,2024-11-19 17:00:10
-0.99,0.45,1.47,-9.38,-22.75,-28.56,-5.12,26.5,-18.44,-0.33,-0.66,9.77,98939.33,25.78,2024-11-19 17:00:10
-0.9,0.13,1.38,-9.38,-22.75,-28.56,9.88,19.06,-11.13,-0.43,-0.65,9.77,98939.33,25.78,2024-11-19 17:00:10
-0.54,0.45,0.42,-8.06,-22.69,-28.56,16.37,9.81,-7.87,-0.49,-0.57,9.77,98939.91,25.78,2024-11-19 17:00:10
-0.55,0.07,0.48,-8.06,-22.69,-28.56,8.94,3.37,-5.87,-0.51,-0.52,9.77,98939.64,25.78,2024-11-19 17:00:10
-0.93,-0.12,0.25,-6.0,-21.06,-28.19,12.63,2.0,-4.87,-0.52,-0.48,9.78,98939.64,25.78,2024-11-19 17:00:10
-0.49,-0.25,-0.22,-6.0,-21.06,-28.19,15.69,0.25,-1.0,-0.52,-0.4,9.78,98940.19,25.78,2024-11-19 17:00:11
-0.21,-0.61,-0.31,-6.19,-22.75,-27.69,11.63,-0.81,1.31,-0.52,-0.34,9.78,98939.8,25.77,2024-11-19 17:00:11
-0.36,-0.01,-0.64,-6.19,-22.75,-27.69,3.62,-2.44,-1.06,-0.52,-0.3,9.78,98939.8,25.77,2024-11-19 17:00:11
-0.61,0.07,-1.22,-6.56,-25.0,-28.06,-1.37,-0.37,0.5,-0.51,-0.3,9.78,98939.93,25.77,2024-11-19 17:00:11
-0.62,0.2,-1.12,-6.75,-24.06,-29.5,-2.94,3.56,2.5,-0.52,-0.31,9.78,98939.98,25.77,2024-11-19 17:00:11
-0.42,-0.35,0.91,-6.75,-24.06,-29.5,-9.0,2.44,4.5,-0.53,-0.34,9.78,98939.98,25.77,2024-11-19 17:00:11
-0.17,-0.93,0.46,-7.25,-23.06,-27.87,-5.12,0.19,7.75,-0.54,-0.37,9.78,98939.95,25.77,2024-11-19 17:00:11
-0.27,0.25,-1.11,-7.25,-23.06,-27.87,-5.25,1.62,8.0,-0.54,-0.39,9.78,98939.71,25.77,2024-11-19 17:00:11
0.21,-1.91,0.74,-7.19,-21.87,-28.5,-13.19,3.5,9.94,-0.56,-0.45,9.77,98939.71,25.77,2024-11-19 17:00:11
-0.8,0.67,-0.27,-6.37,-23.37,-27.19,-1.44,1.56,7.56,-0.57,-0.47,9.77,98939.91,25.77,2024-11-19 17:00:11
-0.58,0.67,-0.22,-6.37,-23.37,-27.19,-17.69,2.06,11.63,-0.58,-0.52,9.77,98939.79,25.77,2024-11-19 17:00:11
-0.51,-0.25,0.16,-6.25,-21.19,-28.0,-21.5,5.19,12.5,-0.6,-0.59,9.76,98939.79,25.77,2024-11-19 17:00:11
-0.1,0.11,-0.37,-6.25,-21.19,-28.0,-17.44,0.88,14.31,-0.62,-0.68,9.76,98939.88,25.77,2024-11-19 17:00:11
0.12,-0.3,-0.32,-6.25,-20.75,-28.5,-23.56,4.62,12.0,-0.64,-0.78,9.75,98939.7,25.77,2024-11-19 17:00:11
-0.16,0.27,-0.64,-6.25,-20.75,-28.5,-29.0,9.56,9.0,-0.67,-0.87,9.74,98939.7,25.77,2024-11-19 17:00:11
-0.39,0.33,0.46,-7.19,-20.37,-27.87,-39.19,15.5,8.25,-0.74,-1.05,9.72,98940.02,25.77,2024-11-19 17:00:11
-0.27,-0.64,1.98,-7.19,-20.37,-27.87,-22.25,13.13,15.88,-0.82,-1.19,9.69,98939.74,25.77,2024-11-19 17:00:11
0.39,-0.28,0.63,-6.0,-17.75,-28.25,-9.13,11.75,18.0,-0.89,-1.24,9.68,98939.74,25.77,2024-11-19 17:00:11
0.23,0.57,1.82,-6.0,-17.75,-28.25,-6.19,10.25,18.25,-0.95,-1.26,9.67,98940.36,25.77,2024-11-19 17:00:11
-0.03,0.45,1.61,-6.06,-15.75,-29.19,6.31,1.06,22.94,-0.98,-1.24,9.67,98939.77,25.76,2024-11-19 17:00:11
0.28,-0.35,0.48,-6.37,-15.88,-29.06,15.75,-1.31,24.69,-0.98,-1.18,9.68,98939.77,25.76,2024-11-19 17:00:11
0.32,-0.41,-0.59,-6.37,-15.88,-29.06,22.0,-5.12,25.0,-0.98,-1.07,9.69,98939.95,25.76,2024-11-19 17:00:11
0.41,0.06,-1.17,-6.5,-15.56,-30.69,19.12,-3.69,24.31,-0.97,-0.96,9.71,98940.11,25.76,2024-11-19 17:00:11
0.97,-0.24,-0.24,-6.5,-15.56,-30.69,18.75,-0.56,22.0,-0.97,-0.85,9.71,98940.11,25.75,2024-11-19 17:00:11
0.94,-0.1,-0.48,-6.69,-14.88,-29.25,17.69,-0.5,13.63,-0.98,-0.76,9.72,98940.41,25.75,2024-11-19 17:00:11
0.33,0.02,-0.89,-6.69,-14.88,-29.25,15.38,1.12,10.94,-0.98,-0.7,9.73,98940.38,25.75,2024-11-19 17:00:11
0.26,-0.67,-0.24,-8.19,-15.56,-28.75,10.75,3.31,7.37,-1.0,-0.64,9.73,98940.38,25.75,2024-11-19 17:00:11
0.65,-0.6,0.06,-8.19,-15.56,-28.75,11.56,0.25,4.19,-1.01,-0.58,9.73,98940.42,25.75,2024-11-19 17:00:11
0.19,-0.7,0.27,-8.69,-16.5,-29.06,9.19,-3.19,1.69,-1.0,-0.53,9.74,98940.09,25.74,2024-11-19 17:00:11
-0.28,-0.78,0.98,-9.88,-17.19,-29.06,11.31,-3.31,-1.75,-0.99,-0.49,9.74,98940.09,25.74,2024-11-19 17:00:11
-0.42,0.13,1.02,-9.88,-17.19,-29.06,13.0,-8.31,-1.81,-0.95,-0.43,9.74,98940.29,25.74,2024-11-19 17:00:11
0.28,-0.23,-0.33,-9.75,-17.06,-29.0,6.0,-14.5,0.19,-0.89,-0.39,9.75,98940.2,25.74,2024-11-19 17:00:11
0.16,-1.21,0.06,-9.75,-17.06,-29.0,5.94,-16.69,-3.81,-0.81,-0.36,9.76,98940.2,25.73,2024-11-19 17:00:11
0.19,-0.7,-0.62,-9.19,-18.25,-30.19,4.31,-20.0,-9.13,-0.72,-0.34,9.77,98940.6,25.73,2024-11-19 17:00:11
0.72,-0.82,-1.03,-9.19,-18.25,-30.19,-4.44,-18.25,-12.19,-0.62,-0.35,9.78,98940.91,25.73,2024-11-19 17:00:11
0.84,-1.36,-0.96,-10.5,-19.25,-29.37,-5.5,-12.5,-16.87,-0.57,-0.37,9.78,98940.91,25.73,2024-11-19 17:00:11
0.43,-0.84,-0.24,-11.56,-17.75,-28.75,-6.12,-6.06,-20.81,-0.53,-0.41,9.78,98940.73,25.73,2024-11-19 17:00:12
0.12,-0.31,-0.15,-11.56,-17.75,-28.75,-1.5,-3.69,-18.87,-0.5,-0.43,9.78,98941.09,25.73,2024-11-19 17:00:12
0.34,-0.53,-0.41,-12.56,-18.69,-29.0,-3.94,-2.75,-17.12,-0.49,-0.44,9.78,98941.09,25.73,2024-11-19 17:00:12
0.38,0.02,0.36,-12.56,-18.69,-29.0,-6.56,1.5,-16.69,-0.48,-0.48,9.78,98940.56,25.73,2024-11-19 17:00:12
0.76,0.54,-0.16,-10.88,-17.5,-28.0,-8.25,2.31,-14.75,-0.5,-0.53,9.77,98940.63,25.73,2024-11-19 17:00:12
0.52,-0.01,-0.32,-10.88,-17.5,-28.0,-19.75,3.19,-12.56,-0.5,-0.6,9.77,98940.63,25.73,2024-11-19 17:00:12
0.85,-0.85,-0.11,-12.38,-17.87,-28.0,-22.56,7.62,-15.44,-0.53,-0.71,9.76,98940.52,25.73,2024-11-19 17:00:12
0.79,-0.77,-0.08,-12.38,-17.87,-28.0,-26.81,11.56,-23.5,-0.57,-0.84,9.75,98940.77,25.73,2024-11-19 17:00:12
-0.61,0.3,1.06,-10.88,-18.06,-29.56,-30.94,12.63,-27.19,-0.6,-0.94,9.74,98940.77,25.73,2024-11-19 17:00:12
-0.3,0.5,1.45,-11.75,-16.25,-29.37,-32.88,9.5,-25.12,-0.64,-1.11,9.72,98941.38,25.73,2024-11-19 17:00:12
-0.39,0.2,2.44,-11.75,-16.25,-29.37,-20.87,6.31,-20.87,-0.66,-1.25,9.7,98941.77,25.73,2024-11-19 17:00:12
-0.32,0.64,1.77,-9.69,-16.37,-28.87,-4.62,3.44,-19.81,-0.67,-1.28,9.69,98941.77,25.73,2024-11-19 17:00:12
-0.65,0.73,0.26,-9.69,-16.37,-28.87,2.56,1.31,-17.87,-0.67,-1.28,9.69,98941.94,25.73,2024-11-19 17:00:12
-0.73,-0.07,1.55,-10.06,-15.0,-27.37,1.69,1.44,-15.63,-0.66,-1.28,9.69,98941.8,25.73,2024-11-19 17:00:12
-0.45,0.03,1.55,-10.06,-15.0,-27.37,18.62,-3.06,-12.88,-0.65,-1.22,9.7,98941.8,25.73,2024-11-19 17:00:12
0.1,1.09,-0.82,-10.19,-14.06,-28.69,21.12,-9.25,-11.88,-0.61,-1.11,9.72,98942.25,25.73,2024-11-19 17:00:12
-0.6,0.32,0.17,-9.56,-15.25,-28.75,5.87,-9.06,-13.56,-0.55,-1.07,9.73,98942.68,25.73,2024-11-19 17:00:12
