a_x,a_y,a_z,m_x,m_y,m_z,omega_x,omega_y,omega_z,g_x,g_y,g_z,Pressure,Temperature,Timestamp
-1.11,-1.19,9.43,13.5,-20.69,-48.19,-17.87,-18.19,-4.62,0.34,-1.17,9.72,102802.81,23.25,2024-11-12 16:34:34
-0.85,-1.52,9.54,12.38,-20.69,-47.75,-16.69,-12.44,5.75,0.47,-1.25,9.71,102802.32,23.25,2024-11-12 16:34:34
-0.91,-2.01,8.83,12.75,-20.0,-48.56,-14.38,9.81,-8.69,0.44,-1.48,9.68,102802.09,23.25,2024-11-12 16:34:34
-0.83,-1.89,11.64,13.06,-18.87,-49.0,-54.69,-31.87,-6.25,0.69,-2.02,9.57,102802.2,23.25,2024-11-12 16:34:34
-0.78,-2.22,8.74,12.06,-14.56,-50.06,23.62,35.06,-35.81,0.57,-2.16,9.54,102802.72,23.25,2024-11-12 16:34:34
-0.06,-0.43,10.45,13.06,-16.0,-50.56,-25.0,-10.5,-9.88,0.53,-1.8,9.62,102802.74,23.25,2024-11-12 16:34:34
-0.5,-1.37,10.6,13.5,-16.69,-50.06,0.25,-13.75,7.06,0.63,-2.04,9.57,102802.73,23.25,2024-11-12 16:34:34
-0.97,-1.72,8.56,13.06,-15.25,-49.75,-22.12,-4.19,-5.31,0.68,-2.1,9.55,102802.36,23.24,2024-11-12 16:34:34
-0.87,-1.98,9.18,13.06,-14.75,-50.56,18.81,24.19,-29.81,0.69,-2.17,9.53,102802.35,23.24,2024-11-12 16:34:34
-0.45,-2.06,8.47,14.25,-14.5,-50.5,5.44,5.5,-22.81,0.56,-1.98,9.58,102802.5,23.24,2024-11-12 16:34:34
-0.58,-2.68,8.39,15.0,-16.0,-51.69,37.31,-10.5,-30.25,0.73,-1.93,9.58,102802.29,23.24,2024-11-12 16:34:34
0.02,-2.19,9.55,15.69,-16.69,-51.25,15.25,4.06,-37.31,0.82,-1.57,9.64,102802.02,23.23,2024-11-12 16:34:34
0.45,-2.8,10.88,15.19,-17.06,-49.75,-11.75,-14.06,-10.81,0.93,-1.72,9.6,102801.63,23.23,2024-11-12 16:34:34
-0.09,-2.83,10.35,15.56,-16.56,-49.75,-7.06,25.31,-23.81,0.88,-1.65,9.62,102801.55,23.23,2024-11-12 16:34:34
-0.83,-2.49,11.93,15.56,-16.56,-50.56,-34.81,-8.25,-2.25,0.8,-1.82,9.6,102801.86,23.23,2024-11-12 16:34:34
-1.29,-2.64,9.2,16.69,-15.88,-50.88,5.56,17.62,-16.12,0.71,-1.93,9.58,102801.55,23.23,2024-11-12 16:34:35
0.27,-1.45,11.43,18.06,-14.75,-50.75,-15.31,-30.69,-22.25,0.98,-1.99,9.55,102802.11,23.23,2024-11-12 16:34:35
0.14,-2.18,9.26,16.56,-15.19,-51.19,-11.5,0.06,-8.44,1.1,-2.08,9.51,102802.35,23.23,2024-11-12 16:34:35
-0.25,-2.27,8.63,17.0,-13.69,-52.5,-1.87,13.75,0.5,1.03,-2.31,9.47,102802.38,23.23,2024-11-12 16:34:35
-0.92,-1.43,8.05,17.0,-13.25,-53.19,1.94,8.25,4.75,0.93,-2.26,9.49,102802.38,23.23,2024-11-12 16:34:35
-0.46,-2.22,8.01,18.25,-13.38,-52.38,-6.87,6.87,-9.0,0.66,-2.29,9.51,102802.55,23.23,2024-11-12 16:34:35
-1.06,-2.12,8.72,18.0,-13.75,-52.75,-8.25,7.31,-8.63,0.63,-2.31,9.5,102802.57,23.23,2024-11-12 16:34:35
-0.61,-3.28,9.91,19.37,-12.69,-51.88,-17.44,17.81,-14.25,0.54,-2.46,9.47,102802.45,23.23,2024-11-12 16:34:35
-1.76,-3.44,10.03,19.37,-13.06,-51.88,-29.5,-3.19,3.69,0.42,-2.68,9.42,102802.42,23.23,2024-11-12 16:34:35
-1.22,-3.76,11.52,19.37,-12.38,-52.69,-7.75,1.62,-5.5,0.51,-2.82,9.37,102802.7,23.23,2024-11-12 16:34:35
0.12,-2.68,11.25,18.0,-11.56,-52.69,-2.87,-60.63,6.31,0.8,-2.77,9.37,102802.61,23.23,2024-11-12 16:34:35
1.19,-3.5,11.16,16.06,-12.0,-52.69,-18.94,8.13,16.19,1.04,-2.92,9.3,102802.52,23.23,2024-11-12 16:34:35
0.4,-2.16,7.74,15.38,-12.0,-53.06,-23.0,-13.13,43.25,0.8,-3.1,9.26,102802.44,23.23,2024-11-12 16:34:35
-0.34,-2.85,7.57,16.5,-11.88,-53.5,30.69,29.37,-6.62,0.67,-3.12,9.26,102802.28,23.23,2024-11-12 16:34:35
-0.1,-2.44,8.64,15.0,-11.88,-53.38,47.75,15.5,-13.75,0.55,-2.75,9.39,102802.55,23.23,2024-11-12 16:34:35
-0.73,-1.58,7.59,15.75,-14.88,-52.69,4.87,4.12,-3.25,0.32,-2.32,9.52,102802.34,23.23,2024-11-12 16:34:35
-0.61,-2.29,9.52,16.5,-17.06,-51.06,-12.94,-3.69,12.63,0.28,-2.51,9.47,102801.45,23.23,2024-11-12 16:34:36
-1.04,-1.99,11.04,15.38,-16.69,-52.25,-1.56,-1.31,-11.13,0.26,-2.56,9.46,102801.58,23.24,2024-11-12 16:34:36
-0.83,-2.41,11.8,16.06,-16.0,-51.5,-8.44,-9.31,1.44,0.32,-2.61,9.44,102801.74,23.24,2024-11-12 16:34:36
-0.93,-3.12,11.48,16.06,-16.0,-52.69,2.75,-16.19,-10.5,0.5,-2.74,9.4,102801.77,23.24,2024-11-12 16:34:36
-0.62,-1.16,11.75,14.25,-15.56,-52.25,-22.31,-34.25,2.5,0.75,-2.85,9.34,102802.09,23.24,2024-11-12 16:34:36
-0.63,-3.02,9.4,11.38,-14.88,-53.0,-8.81,-13.5,-8.38,0.95,-3.05,9.26,102801.95,23.24,2024-11-12 16:34:36
-0.35,-1.86,8.29,10.69,-14.06,-53.06,12.06,4.94,-23.0,1.03,-2.93,9.29,102801.49,23.24,2024-11-12 16:34:36
0.16,-1.85,9.42,11.0,-14.5,-53.06,2.37,-1.81,-22.44,1.17,-2.85,9.3,102801.86,23.24,2024-11-12 16:34:36
-0.48,-1.69,7.22,10.69,-15.88,-54.19,10.25,-1.25,-18.87,1.13,-2.74,9.34,102801.34,23.24,2024-11-12 16:34:36
0.3,-2.62,8.14,10.69,-15.88,-52.25,8.56,18.69,-24.62,1.14,-2.64,9.37,102801.46,23.24,2024-11-12 16:34:36
-0.37,-2.44,9.71,10.25,-16.25,-52.69,11.75,6.5,-10.38,1.11,-2.67,9.36,102800.73,23.24,2024-11-12 16:34:36
-0.61,-1.81,10.92,10.69,-15.88,-53.06,-36.88,-5.44,-1.56,1.17,-2.84,9.31,102800.85,23.24,2024-11-12 16:34:36
-0.46,-3.95,10.71,9.75,-14.69,-52.25,-22.44,3.19,-6.37,1.17,-3.06,9.24,102800.63,23.24,2024-11-12 16:34:36
-0.32,-4.3,10.2,10.19,-14.38,-53.06,-15.31,-11.81,-0.62,1.24,-3.32,9.14,102800.64,23.24,2024-11-12 16:34:36
0.93,-3.27,9.51,9.5,-14.0,-52.69,2.81,-1.75,5.75,1.27,-3.28,9.15,102800.15,23.24,2024-11-12 16:34:36
1.36,-2.31,8.74,7.56,-14.69,-53.06,-25.69,-17.25,40.0,1.35,-3.52,9.05,102799.77,23.24,2024-11-12 16:34:37
-0.01,-2.53,8.05,5.37,-14.0,-52.19,34.06,15.81,-4.25,1.27,-3.49,9.07,102798.98,23.24,2024-11-12 16:34:37
-0.05,-2.91,8.98,4.69,-13.88,-51.5,22.31,0.13,0.56,1.23,-3.18,9.19,102799.3,23.24,2024-11-12 16:34:37
-0.69,-1.38,7.38,4.37,-15.69,-51.88,23.81,10.75,1.31,1.14,-2.97,9.27,102798.99,23.24,2024-11-12 16:34:37
0.25,-3.27,8.37,5.06,-18.0,-51.19,-8.19,4.62,-4.19,1.16,-2.98,9.26,102798.8,23.24,2024-11-12 16:34:37
-0.28,-2.91,9.4,5.37,-17.56,-50.0,2.62,10.81,-15.81,1.12,-2.97,9.27,102798.84,23.24,2024-11-12 16:34:37
0.24,-3.32,11.13,4.69,-17.56,-50.69,10.0,10.81,-15.38,1.15,-2.93,9.28,102799.11,23.24,2024-11-12 16:34:37
-0.47,-2.21,11.43,5.37,-17.25,-50.38,-6.44,-3.31,-39.25,1.2,-2.89,9.29,102799.39,23.24,2024-11-12 16:34:37
0.18,-4.69,11.38,6.19,-17.56,-49.56,27.37,7.75,-64.75,1.33,-2.63,9.35,102799.53,23.24,2024-11-12 16:34:37
0.07,-0.45,11.59,6.19,-18.56,-48.06,-57.25,-37.38,1.69,1.6,-2.81,9.25,102799.7,23.24,2024-11-12 16:34:37
1.1,-3.19,9.35,5.75,-17.87,-48.75,10.69,28.5,-38.81,1.6,-2.85,9.24,102799.13,23.24,2024-11-12 16:34:37
-0.03,-2.37,8.29,6.19,-17.19,-48.38,-4.94,13.06,5.62,1.42,-2.9,9.25,102799.41,23.24,2024-11-12 16:34:37
0.19,-1.25,8.71,7.25,-17.37,-48.75,32.06,22.56,-41.25,1.33,-2.64,9.34,102798.79,23.24,2024-11-12 16:34:37
0.31,-2.31,8.52,9.06,-17.06,-47.69,-2.31,7.06,-8.25,1.31,-2.53,9.38,102798.86,23.24,2024-11-12 16:34:37
-0.13,-2.13,7.87,7.56,-18.87,-48.06,-1.06,6.44,-6.75,1.21,-2.49,9.4,102798.38,23.23,2024-11-12 16:34:37
-0.69,-2.64,9.72,9.75,-18.19,-47.25,-13.75,-6.19,10.94,1.2,-2.58,9.38,102798.66,23.23,2024-11-12 16:34:37
-0.93,-2.3,11.89,9.5,-17.75,-47.5,-8.25,12.06,-13.25,1.2,-2.68,9.35,102798.65,23.23,2024-11-12 16:34:38
0.44,-4.01,11.16,7.25,-16.69,-48.25,-14.94,-11.13,-6.06,1.23,-2.8,9.31,102798.92,23.23,2024-11-12 16:34:38
-0.65,-4.13,10.31,8.0,-16.56,-46.75,2.25,5.62,-6.06,1.21,-2.81,9.31,102798.21,23.22,2024-11-12 16:34:38
0.88,-2.37,10.51,8.0,-15.06,-48.0,-11.0,-4.87,4.31,1.24,-2.87,9.29,102798.38,23.22,2024-11-12 16:34:38
0.03,-1.8,8.34,9.06,-15.06,-48.0,-6.12,-0.94,18.37,1.16,-2.97,9.27,102798.02,23.22,2024-11-12 16:34:38
-0.22,-3.47,8.73,7.25,-14.06,-47.06,18.37,16.25,-1.0,1.11,-2.92,9.29,102797.7,23.22,2024-11-12 16:34:38
-0.3,-2.68,7.15,8.0,-14.38,-46.75,1.87,-7.87,2.44,0.98,-2.77,9.35,102797.51,23.22,2024-11-12 16:34:38
0.23,-2.61,7.92,7.56,-14.75,-46.75,31.81,-9.81,6.37,1.04,-2.63,9.38,102798.07,23.22,2024-11-12 16:34:38
0.04,-2.24,9.58,6.19,-15.5,-46.0,-7.87,-2.0,-5.5,1.21,-2.59,9.37,102798.17,23.23,2024-11-12 16:34:38
0.1,-3.27,11.18,5.06,-15.06,-46.0,2.44,9.94,-13.0,1.28,-2.66,9.34,102798.01,23.22,2024-11-12 16:34:38
-0.42,-2.18,11.39,5.37,-14.38,-46.0,-15.94,-4.37,0.81,1.21,-2.68,9.35,102798.23,23.22,2024-11-12 16:34:38
-0.22,-4.15,12.51,5.37,-14.06,-46.0,17.19,-1.0,-24.31,1.35,-2.61,9.35,102797.76,23.22,2024-11-12 16:34:38
0.39,-2.37,10.34,4.69,-13.25,-46.0,-46.69,-31.44,12.25,1.49,-2.82,9.27,102797.62,23.22,2024-11-12 16:34:38
-0.23,-2.74,8.63,5.19,-13.69,-46.0,3.94,30.94,-11.81,1.44,-3.0,9.22,102797.08,23.22,2024-11-12 16:34:38
-0.61,-1.78,9.0,4.75,-11.88,-46.5,0.88,5.19,-3.44,1.34,-2.94,9.25,102797.07,23.22,2024-11-12 16:34:38
-0.86,-2.08,7.26,4.75,-11.88,-46.88,13.25,1.12,-22.19,1.31,-2.81,9.3,102796.88,23.22,2024-11-12 16:34:39
-0.25,-2.73,7.63,5.5,-11.06,-46.88,13.69,13.5,-32.5,1.44,-2.66,9.32,102797.86,23.22,2024-11-12 16:34:39
-0.17,-2.65,7.89,4.75,-12.56,-47.25,-7.12,0.31,-8.06,1.4,-2.59,9.35,102798.13,23.22,2024-11-12 16:34:39
-0.47,-2.6,9.73,5.87,-11.88,-47.25,-12.31,2.5,-1.81,1.4,-2.71,9.31,102797.85,23.22,2024-11-12 16:34:39
-0.79,-3.11,11.4,5.87,-11.88,-46.06,-11.19,17.0,-7.19,1.34,-2.81,9.29,102797.58,23.22,2024-11-12 16:34:39
-0.09,-3.62,11.47,7.69,-11.88,-47.25,-3.5,-3.25,-5.44,1.29,-2.87,9.28,102797.33,23.22,2024-11-12 16:34:39
-0.81,-3.66,11.28,7.37,-11.5,-46.88,-0.62,-10.69,-3.87,1.33,-2.83,9.29,102796.94,23.22,2024-11-12 16:34:39
0.5,-2.3,9.21,7.0,-11.06,-47.19,-8.63,3.62,-9.0,1.41,-2.93,9.24,102797.18,23.22,2024-11-12 16:34:39
0.7,-3.06,9.12,6.69,-10.38,-48.38,8.88,9.0,-6.06,1.39,-2.93,9.25,102797.55,23.22,2024-11-12 16:34:39
-0.58,-2.46,8.5,6.25,-10.38,-47.69,8.5,-5.12,5.37,1.32,-2.79,9.3,102797.16,23.22,2024-11-12 16:34:39
0.09,-2.2,7.93,6.69,-10.69,-48.88,12.69,3.56,-4.44,1.34,-2.66,9.34,102797.49,23.22,2024-11-12 16:34:39
0.29,-2.77,8.83,7.0,-10.69,-47.56,-8.81,-9.88,-2.81,1.39,-2.68,9.32,102796.81,23.22,2024-11-12 16:34:39
0.1,-3.42,8.96,8.06,-10.38,-48.25,4.81,4.25,-5.44,1.29,-2.56,9.37,102797.3,23.22,2024-11-12 16:34:39
0.56,-3.75,10.47,10.25,-10.69,-48.25,8.88,38.75,-27.37,1.19,-2.67,9.35,102797.41,23.22,2024-11-12 16:34:39
-0.52,-2.61,10.98,10.25,-10.06,-48.25,-0.56,-0.81,0.56,1.01,-2.46,9.43,102797.92,23.22,2024-11-12 16:34:39
-0.72,-3.26,12.03,9.88,-10.06,-48.25,33.25,-2.94,-54.19,1.22,-2.43,9.41,102797.66,23.22,2024-11-12 16:34:39
-0.09,-3.89,8.75,10.25,-9.69,-49.5,-21.87,-21.87,-15.69,1.3,-2.22,9.46,102797.29,23.21,2024-11-12 16:34:40
0.09,-1.76,10.11,11.0,-9.69,-49.5,-26.94,-11.5,13.06,1.55,-2.57,9.33,102796.43,23.21,2024-11-12 16:34:40
0.03,-1.69,8.69,10.25,-7.06,-48.25,18.75,10.31,-18.0,1.46,-2.52,9.36,102795.79,23.21,2024-11-12 16:34:40
-0.12,-2.43,7.89,10.69,-7.06,-48.0,12.69,3.69,-17.31,1.4,-2.34,9.41,102796.26,23.21,2024-11-12 16:34:40
-0.3,-2.1,9.0,11.75,-7.06,-49.06,18.75,13.13,-21.62,1.36,-2.11,9.47,102796.2,23.21,2024-11-12 16:34:40
-0.78,-2.05,8.69,12.56,-7.87,-48.25,4.56,3.69,-4.0,1.27,-1.98,9.51,102795.5,23.21,2024-11-12 16:34:40
-0.87,-1.91,9.91,14.06,-7.5,-49.06,-3.87,9.0,-7.94,1.24,-1.98,9.52,102795.55,23.21,2024-11-12 16:34:40
-0.87,-2.33,11.02,13.69,-7.06,-48.75,-6.12,6.81,-8.5,1.21,-2.05,9.51,102795.7,23.21,2024-11-12 16:34:40
-0.34,-3.24,10.65,14.06,-6.06,-48.0,0.44,-8.19,-1.19,1.26,-2.09,9.49,102795.6,23.21,2024-11-12 16:34:40
-0.42,-2.64,12.14,14.75,-5.75,-48.0,-4.0,-2.62,-7.25,1.4,-2.14,9.46,102795.7,23.2,2024-11-12 16:34:40
-0.12,-1.84,7.63,13.69,-5.37,-48.75,-15.75,-1.31,-7.81,1.35,-2.24,9.44,102796.05,23.2,2024-11-12 16:34:40
0.46,-2.73,8.81,14.5,-5.0,-48.0,11.56,8.31,-25.56,1.44,-2.25,9.43,102795.86,23.2,2024-11-12 16:34:40
0.16,-3.22,8.94,14.88,-4.0,-48.0,3.25,-0.25,-9.81,1.45,-2.05,9.47,102796.1,23.2,2024-11-12 16:34:40
0.22,-2.37,7.47,15.19,-4.25,-48.0,7.0,13.0,-7.81,1.39,-2.02,9.49,102795.86,23.2,2024-11-12 16:34:40
-0.22,-1.79,8.15,16.69,-4.69,-48.0,-0.25,-0.06,-10.13,1.35,-1.94,9.51,102795.57,23.2,2024-11-12 16:34:40
-0.42,-2.44,9.71,16.25,-4.0,-47.19,0.56,7.81,-10.94,1.31,-1.94,9.52,102796.25,23.2,2024-11-12 16:34:40
-0.5,-2.4,10.45,17.75,-3.56,-46.38,-8.25,21.44,-14.38,1.18,-2.0,9.52,102796.03,23.2,2024-11-12 16:34:41
0.23,-3.08,11.37,17.75,-3.19,-46.75,-4.56,-9.38,-18.69,1.19,-2.02,9.51,102795.52,23.2,2024-11-12 16:34:41
-1.13,-3.75,10.95,17.75,-2.87,-47.19,26.5,6.69,-22.37,1.18,-1.86,9.55,102794.88,23.19,2024-11-12 16:34:41
-0.18,-1.44,12.46,19.19,-4.06,-46.06,-19.87,-17.56,-2.44,1.46,-1.96,9.49,102794.55,23.19,2024-11-12 16:34:41
0.17,-2.73,9.18,18.19,-2.25,-47.25,7.87,11.94,-11.13,1.41,-1.9,9.51,102794.7,23.2,2024-11-12 16:34:41
-0.14,-1.95,8.63,18.19,-2.56,-46.06,-2.81,-6.69,0.81,1.41,-1.92,9.51,102794.23,23.19,2024-11-12 16:34:41
0.0,-2.34,8.01,18.87,-2.56,-45.0,19.44,14.31,-19.5,0.96,-1.99,9.55,102794.56,23.19,2024-11-12 16:34:41
-0.43,-1.66,8.36,19.19,-2.56,-45.38,-7.81,7.56,1.87,0.86,-1.97,9.56,102795.02,23.19,2024-11-12 16:34:41
-1.08,-2.35,9.04,19.56,-2.25,-45.38,-5.87,1.62,-2.25,0.78,-2.0,9.56,102794.47,23.19,2024-11-12 16:34:41
-0.69,-2.99,10.23,19.56,-2.56,-45.0,-3.19,11.69,-18.94,0.77,-2.08,9.55,102794.7,23.19,2024-11-12 16:34:41
-0.8,-3.63,10.66,20.0,-1.5,-44.56,-3.87,18.94,-8.63,0.64,-2.05,9.56,102794.45,23.19,2024-11-12 16:34:41
-1.02,-2.54,11.26,20.37,-1.06,-45.0,7.0,-18.37,1.62,0.67,-2.09,9.55,102794.72,23.19,2024-11-12 16:34:41
0.29,-1.67,12.0,20.75,-1.5,-44.56,16.37,10.25,-6.62,0.72,-1.96,9.58,102793.97,23.19,2024-11-12 16:34:41
0.0,-1.21,9.08,19.25,-1.87,-43.75,-18.87,-0.75,10.38,0.64,-2.1,9.55,102793.39,23.19,2024-11-12 16:34:41
-0.73,-3.17,8.35,19.25,-0.37,-45.0,15.56,-0.44,-8.31,0.63,-2.05,9.56,102793.74,23.19,2024-11-12 16:34:41
-0.35,-2.7,8.55,19.69,-1.5,-43.38,10.06,-7.06,0.44,0.71,-1.92,9.59,102794.02,23.19,2024-11-12 16:34:42
-0.44,-1.46,6.95,19.25,-1.06,-44.56,4.31,7.75,-4.0,0.61,-1.84,9.61,102793.65,23.19,2024-11-12 16:34:42
-0.77,-1.93,9.03,19.25,-1.5,-43.38,-0.62,5.37,-20.0,0.66,-1.91,9.59,102793.25,23.19,2024-11-12 16:34:42
-0.63,-1.99,10.73,19.0,-1.5,-43.75,-24.81,-14.44,-12.94,0.75,-2.04,9.56,102793.19,23.19,2024-11-12 16:34:42
-0.08,-3.32,10.95,18.25,-0.37,-44.19,-2.25,10.25,-21.56,0.8,-2.15,9.53,102793.01,23.19,2024-11-12 16:34:42
-0.14,-3.36,10.86,17.5,0.25,-43.75,6.31,-16.37,-30.12,0.94,-2.15,9.52,102792.82,23.18,2024-11-12 16:34:42
0.29,-2.08,11.19,17.5,0.69,-43.38,-3.44,-14.94,-13.69,1.06,-2.03,9.53,102793.14,23.18,2024-11-12 16:34:42
-0.21,-2.09,9.71,17.5,0.25,-43.38,-13.56,-3.31,-15.13,1.19,-2.17,9.48,102793.45,23.18,2024-11-12 16:34:42
-0.25,-2.83,8.78,16.75,0.69,-43.0,2.25,22.5,-13.38,1.09,-2.18,9.49,102793.74,23.18,2024-11-12 16:34:42
-0.84,-1.54,7.47,16.37,1.06,-43.38,7.12,-0.06,-7.25,0.98,-2.14,9.51,102793.73,23.18,2024-11-12 16:34:42
0.02,-2.75,7.78,17.06,1.19,-43.38,19.5,13.0,-30.12,1.01,-2.03,9.53,102793.57,23.18,2024-11-12 16:34:42
-0.09,-2.44,8.73,17.37,1.87,-43.0,1.56,12.69,1.06,0.94,-1.92,9.56,102793.59,23.18,2024-11-12 16:34:42
-1.03,-2.3,9.76,17.75,1.19,-43.0,1.44,4.81,1.87,0.85,-1.91,9.57,102793.36,23.18,2024-11-12 16:34:42
-1.16,-2.48,10.07,17.37,0.75,-42.56,-16.81,4.0,2.0,0.77,-1.98,9.57,102793.64,23.18,2024-11-12 16:34:42
-0.82,-3.73,10.53,18.87,0.75,-42.19,-6.37,1.62,-1.56,0.34,-2.2,9.55,102793.61,23.18,2024-11-12 16:34:42
-1.11,-3.74,11.62,17.75,1.87,-44.19,0.5,-10.44,12.75,0.39,-2.22,9.54,102793.37,23.18,2024-11-12 16:34:42
-0.23,-2.4,10.2,17.75,1.87,-42.19,-1.19,9.94,-9.5,0.4,-2.23,9.54,102793.26,23.18,2024-11-12 16:34:43
-0.28,-1.95,8.48,18.5,1.5,-43.75,1.87,18.19,-0.44,0.28,-2.23,9.54,102793.03,23.17,2024-11-12 16:34:43
